"codigo_nacional_farmaco_cd"|"codigo_descripcion"|"atc_farmaco_dispensado_cd"|"ddd_nomenclator_nm"|"ddd_por_envase"|"pvp_nomenclator_nm"|"precio_por_envase_nm"|"clase_aware_cd"
"672725"|"CIPROFLOXACINO LASA 750MG 10 COMPRIMIDOS RECUBIERTOS"|"J01MA02"|1000|7.5|25.4|25.4|"Watch"
"831305"|"CLARITROMICINA KERN PHARMA 250MG 12 COMPRIMIDOS RECUBIER EFG"|"J01FA09"|500|6|5.95|5.95|"Watch"
"837542"|"CLARITROMICINA FARMABION 500MG 14 COMPRIMIDOS RECUBIERTOS EFG"|"J01FA09"|500|14|12.24|12.24|"Watch"
"837575"|"CLARITROMICINA FARMABION 500MG 21 COMPRIMIDOS RECUBIERTOS EFG"|"J01FA09"|500|21|18.36|18.36|"Watch"
"838623"|"CLARITROMICINA FARMABION 250MG 12 COMPRIMIDOS RECUBIERTOS EFG"|"J01FA09"|500|6|5.95|5.95|"Watch"
"873737"|"CLARITROMICINA PHARMAGENUS 250MG 12 COMPRIM RECUBIERTOS EFG"|"J01FA09"|500|6|5.95|5.95|"Watch"
"830166"|"KLACID UNIDIA 500MG 14 COMPRIMIDOS LIBERACION MODIFICADA"|"J01FA09"|500|14|0|0|"Watch"
"850453"|"CLARITROMICINA TARBIS 250MG 12 COMPRIMIDOS RECUBIERTOS EFG"|"J01FA09"|500|6|5.95|5.95|"Watch"
"980136"|"MOMICINE 250MG/5ML 120ML GRANULADO SUSPENSION ORAL"|"J01FA11"|1200|5|11.16|11.16|"Watch"
"980193"|"MIDECAMICINA MABO 600MG 12 COMPRIMIDOS RECUBIERTOS"|"J01FA11"|1200|6|13.22|13.22|"Watch"
"980144"|"MOMICINE 600MG 12 COMPRIMIDOS RECUBIERTOS"|"J01FA11"|1200|6|13.22|13.22|"Watch"
"955872"|"MOMICINE 600MG 12 SOBRES GRANULADO SUSPENSION ORAL"|"J01FA11"|1200|6|14.64|14.64|"Watch"
"986018"|"MIDECAMICINA MABO 600MG 12 SOBRES GRANULADO SUSPENSION ORAL"|"J01FA11"|1200|6|14.64|14.64|"Watch"
"650846"|"NORICLAN 250MG 10 COMPRIMIDOS"|"J01FA13"|500|5|13.04|13.04|"Watch"
"650853"|"NORTRON 250MG 10 COMPRIMIDOS"|"J01FA13"|500|5|13.1|13.1|"Watch"
"985077"|"DALACIN 150MG 24 CAPSULAS DURAS"|"J01FF01"|1200|3|4.62|4.62|"Access"
"712364"|"CIPROACTIN 250MG 10 COMPRIMIDOS RECUBIERTOS"|"J01MA02"|1000|2.5|2.5|2.5|"Watch"
"712430"|"CIPROACTIN 250MG 20 COMPRIMIDOS RECUBIERTOS"|"J01MA02"|1000|5|2.5|2.5|"Watch"
"999933"|"GLOBUCE 250MG 10 COMPRIMIDOS RECUBIERTOS PELICULA"|"J01MA02"|1000|2.5|1.25|1.25|"Watch"
"999934"|"GLOBUCE 250MG 20 COMPRIMIDOS RECUBIERTOS PELICULA"|"J01MA02"|1000|5|2.7|2.7|"Watch"
"999935"|"GLOBUCE 500MG 10 COMPRIMIDOS RECUBIERTOS PELICULA"|"J01MA02"|1000|5|2.7|2.7|"Watch"
"999936"|"GLOBUCE 500MG 20 COMPRIMIDOS RECUBIERTOS PELICULA"|"J01MA02"|1000|10|5.35|5.35|"Watch"
"999937"|"GLOBUCE 750MG 10 COMPRIMIDOS RECUBIERTOS PELICULA"|"J01MA02"|1000|7.5|4|4|"Watch"
"650700"|"CIPROFLOXACINO CINFAMED 250MG 10 COMPRIMIDOS RECUBIERTOS EFG"|"J01MA02"|1000|2.5|1.5|1.5|"Watch"
"650699"|"CIPROFLOXACINO CINFAMED 250MG 20 COMPRIMIDOS RECUBIERTOS EFG"|"J01MA02"|1000|5|2.95|2.95|"Watch"
"650696"|"CIPROFLOXACINO CINFAMED 500MG 10 COMPRIMIDOS RECUBIERTOS EFG"|"J01MA02"|1000|5|2.95|2.95|"Watch"
"650694"|"CIPROFLOXACINO CINFAMED 750MG 10 COMPRIMIDOS RECUBIERTOS EFG"|"J01MA02"|1000|7.5|4.39|4.39|"Watch"
"650693"|"CIPROFLOXACINO CINFAMED 750MG 20 COMPRIMIDOS RECUBIERTOS EFG"|"J01MA02"|1000|15|8.77|8.77|"Watch"
"805390"|"CIPROFLOXACINO CINFA 750MG 20 COMPRIMIDOS RECUBIERTOS EFG"|"J01MA02"|1000|15|4.95|4.95|"Watch"
"763318"|"CIPROFLOXACINO MUNDOGEN 250MG 10 COMPRIMIDOS RECUB PELIC EFG"|"J01MA02"|1000|2.5|2.25|2.25|"Watch"
"763326"|"CIPROFLOXACINO MUNDOGEN 250MG 20 COMPRIMIDOS RECUB PELIC EFG"|"J01MA02"|1000|5|4.45|4.45|"Watch"
"763367"|"CIPROFLOXACINO MUNDOGEN 500MG 10 COMPRIMIDOS RECUB PELIC EFG"|"J01MA02"|1000|5|4.45|4.45|"Watch"
"763482"|"CIPROFLOXACINO MUNDOGEN 500MG 20 COMPRIMIDOS RECUB PELIC EFG"|"J01MA02"|1000|10|8.85|8.85|"Watch"
"763540"|"CIPROFLOXACINO MUNDOGEN 750MG 10 COMPRIMIDOS RECUB PELIC EFG"|"J01MA02"|1000|7.5|6.7|6.7|"Watch"
"791376"|"CIPROFLOXACINO LICONSA 250MG 10 COMPRIMIDOS EFG"|"J01MA02"|1000|2.5|3.12|3.12|"Watch"
"796185"|"CIPROFLOXACINO LICONSA 500MG 20 COMPRIMIDOS EFG"|"J01MA02"|1000|10|12.57|12.57|"Watch"
"798066"|"CIPROFLOXACINO LICONSA 750MG 10 COMPRIMIDOS EFG"|"J01MA02"|1000|7.5|9.43|9.43|"Watch"
"811224"|"CIPROFLOXACINO RANBAXY 250MG 20 COMPRIMIDOS RECUBIERTOS"|"J01MA02"|1000|5|2.25|2.25|"Watch"
"809988"|"CIPROFLOXACINO RANBAXY 750MG 10 COMPRIMIDOS RECUBIERTOS"|"J01MA02"|1000|7.5|2.75|2.75|"Watch"
"893792"|"CIPROFLOXACINO DAVUR 250MG 10 COMPRIMIDOS RECUB PELICULA EFG"|"J01MA02"|1000|2.5|5.18|5.18|"Watch"
"893800"|"CIPROFLOXACINO BELMAC 250MG 20 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA02"|1000|5|2.25|2.25|"Watch"
"895623"|"CIPROFLOXACINO MABO 750MG 10 COMPRIMIDOS RECUBIERT PELIC EFG"|"J01MA02"|1000|7.5|23.59|23.59|"Watch"
"895649"|"CIPROFLOXACINO MABO 250MG 10 COMPRIMIDOS RECUBIERT PELIC EFG"|"J01MA02"|1000|2.5|7.46|7.46|"Watch"
"895664"|"CIPROFLOXACINO MABO 250MG 20 COMPRIMIDOS RECUBIERT PELIC EFG"|"J01MA02"|1000|5|14.41|14.41|"Watch"
"895680"|"CIPROFLOXACINO MABO 500MG 10 COMPRIMIDOS RECUBIERT PELIC EFG"|"J01MA02"|1000|5|14.72|14.72|"Watch"
"895706"|"CIPROFLOXACINO MABO 500MG 20 COMPRIMIDOS RECUBIERT PELIC EFG"|"J01MA02"|1000|10|28.35|28.35|"Watch"
"890814"|"CIPROFLOXACINO KERN 250MG 20 COMPRIMIDOS RECUB PELIC EFG"|"J01MA02"|1000|5|14.41|14.41|"Watch"
"890855"|"CIPROFLOXACINO KERN 500MG 10 COMPRIMIDOS RECUB PELIC EFG"|"J01MA02"|1000|5|14.72|14.72|"Watch"
"891143"|"CIPROFLOXACINO KERN 750MG 10 COMPRIMIDOS RECUB PELIC EFG"|"J01MA02"|1000|7.5|23.59|23.59|"Watch"
"891903"|"CIPROFLOXACINO MERCK 250MG 10 COMPRIMIDOS RECUB PELICULA EFG"|"J01MA02"|1000|2.5|7.45|7.45|"Watch"
"891945"|"CIPROFLOXACINO MERCK 250MG 20 COMPRIMIDOS RECUB PELICULA EFG"|"J01MA02"|1000|5|14.41|14.41|"Watch"
"891952"|"CIPROFLOXACINO MERCK 500MG 10 COMPRIMIDOS RECUB PELICULA EFG"|"J01MA02"|1000|5|14.72|14.72|"Watch"
"891960"|"CIPROFLOXACINO MERCK 500MG 20 COMPRIMIDOS RECUB PELICULA EFG"|"J01MA02"|1000|10|28.35|28.35|"Watch"
"892018"|"CIPROFLOXACINO MERCK 750MG 10 COMPRIMIDOS RECUB PELICULA EFG"|"J01MA02"|1000|7.5|23.59|23.59|"Watch"
"859801"|"HUBERDOXINA 250MG 10 COMPRIMIDOS"|"J01MA02"|1000|2.5|5.64|5.64|"Watch"
"859827"|"HUBERDOXINA 500MG 10 COMPRIMIDOS"|"J01MA02"|1000|5|11.26|11.26|"Watch"
"859835"|"HUBERDOXINA 500MG 20 COMPRIMIDOS"|"J01MA02"|1000|10|20.61|20.61|"Watch"
"859843"|"HUBERDOXINA 750MG 10 COMPRIMIDOS"|"J01MA02"|1000|7.5|18.58|18.58|"Watch"
"850958"|"CIPROFLOXACINO LAREQ 500MG 20 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA02"|1000|10|31.69|31.69|"Watch"
"855916"|"CIPROFLOXACINO GRAPA 250MG 10 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA02"|1000|2.5|8.99|8.99|"Watch"
"855924"|"CIPROFLOXACINO GRAPA 250MG 20 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA02"|1000|5|17.75|17.75|"Watch"
"856344"|"CIPROFLOXACINO VIR 250MG 10 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA02"|1000|2.5|8.91|8.91|"Watch"
"866111"|"CIPROFLOXACINO LAREQ 250MG 10 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA02"|1000|2.5|8.99|8.99|"Watch"
"866129"|"CIPROFLOXACINO LAREQ 250MG 20 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA02"|1000|5|17.75|17.75|"Watch"
"869917"|"CIPROFLOXACINO LAREQ 500MG 10 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA02"|1000|5|16.89|16.89|"Watch"
"884106"|"CIPROFLOXACINO UR 500MG 10 COMPRIMIDOS RECUBIERTOS EFG"|"J01MA02"|1000|5|16.42|16.42|"Watch"
"884361"|"CIPROFLOXACINO UR 500MG 20 COMPRIMIDOS RECUBIERTOS EFG"|"J01MA02"|1000|10|32.85|32.85|"Watch"
"652802"|"VANCOMICINA GENFARMA 500MG 1 VIAL POLVO SOLUCION PERFUSION IV EFG"|"J01XA01"|2000|0.25|5.39|5.39|"Watch"
"652931"|"VANCOMICINA SANDOZ 500MG 1 VIAL POLVO SOLUCION PERFUSION IV EFG"|"J01XA01"|2000|0.25|5.39|5.39|"Watch"
"792887"|"VANCOMICINA CHIESI 500MG 1 VIAL 10ML EFG"|"J01XA01"|2000|0.25|7.71|7.71|"Watch"
"656017"|"FUCIDINE 250MG 12 COMPRIMIDOS RECUBIERTOS PELICULA"|"J01XC01"|1500|2|11.75|11.75|"Watch"
"650984"|"FUCIDINE 250MG 20 COMPRIMIDOS RECUBIERTOS PELICULA"|"J01XC01"|1500|3.33|15.99|15.99|"Watch"
"663414"|"FURANTOINA 50MG 50 COMPRIMIDOS"|"J01XE01"|200|12.5|2.73|2.73|"Access"
"653419"|"FURANTOINA 10MG/ML 80ML 1 FRASCO SUSPENSION ORAL"|"J01XE01"|200|4|1.84|1.84|"Access"
"653415"|"FURANTOINA 50MG 25 COMPRIMIDOS"|"J01XE01"|200|6.25|2.03|2.03|"Access"
"653416"|"FURANTOINA 50MG 50 COMPRIMIDOS"|"J01XE01"|200|12.5|2.22|2.22|"Access"
"760777"|"FURANTOINA 10MG/ML 80ML 1 FRASCO SUSPENSION ORAL"|"J01XE01"|200|4|1.31|1.31|"Access"
"760785"|"FURANTOINA 50MG 25 COMPRIMIDOS"|"J01XE01"|200|6.25|1.56|1.56|"Access"
"760793"|"FURANTOINA 50MG 50 COMPRIMIDOS"|"J01XE01"|200|12.5|1.95|1.95|"Access"
"760801"|"FUROBACTINA 50MG 20 COMPRIMIDOS RECUBIERTOS"|"J01XE01"|200|5|1.51|1.51|"Access"
"668400"|"CEFONICID NORMON 500MG INTRAMUSCULAR 1 INYECTABLE 2,5ML EFG"|"J01DC06"|1000|0.5|2.5|2.5|"Watch"
"665212"|"AZITROMICINA BEXAL 200MG/5ML 30ML 1 FRASCO POLVO SUSPENSION ORAL EFG"|"J01FA10"|300|4|6.03|6.03|"Watch"
"656958"|"FOSFOMICIONA CALCICA SOLUFOS 50MG/ML 60ML 1 FRASCO POLVO SUSPENS ORAL"|"J01XX01"|3000|1|4.25|4.25|"Reserve"
"850966"|"BALPIREN 2G 1 SOBRE GRANULADO SOLUCION ORAL"|"J01XX01"|3000|0.66|2.26|2.26|"Reserve"
"850974"|"MONUROL 3G 1 SOBRE GRANULADO SOLUCION ORAL"|"J01XX01"|3000|1|3.36|3.36|"Reserve"
"851782"|"BALPIREN 2G 2 SOBRES GRANULADO SOLUCION ORAL"|"J01XX01"|3000|1.33|4.5|4.5|"Reserve"
"703827"|"DOXICICLINA NORMON 100MG 16 COMPRIMIDOS RECUBIERTOS"|"J01AA02"|100|16|2.39|2.39|"Access"
"850941"|"VANCOMICINA NORMON 500MG 1 VIAL 20ML SOLUCION PERFUSION IV EFG"|"J01XA01"|2000|0.25|5.39|5.39|"Watch"
"851469"|"MONUROL 3G 2 SOBRES GRANULADO SOLUCION ORAL"|"J01XX01"|3000|2|6.71|6.71|"Reserve"
"759670"|"FOSFOCINA 250MG/5ML 120ML SUSPENSION EXTEMPORANEA"|"J01XX01"|3000|2|4.9|4.9|"Reserve"
"759688"|"FOSFOCINA 250MG/5ML 60ML SUSPENSION EXTEMPORANEA"|"J01XX01"|3000|1|3.47|3.47|"Reserve"
"759696"|"FOSFOCINA 500MG 12 CAPSULAS"|"J01XX01"|3000|2|5.06|5.06|"Reserve"
"759704"|"FOSFOCINA 500MG 24 CAPSULAS"|"J01XX01"|3000|4|7.77|7.77|"Reserve"
"996520"|"MONUROL 3G 1 SOBRE GRANULADO SOLUCION ORAL"|"J01XX01"|3000|1|4.92|4.92|"Reserve"
"996538"|"MONUROL 3G 2 SOBRES GRANULADO SOLUCION ORAL"|"J01XX01"|3000|2|9.77|9.77|"Reserve"
"996546"|"MONUROL 2G 1 SOBRE GRANULADO SOLUCION ORAL"|"J01XX01"|3000|0.66|3.29|3.29|"Reserve"
"996553"|"MONUROL 2G 2 SOBRES GRANULADO SOLUCION ORAL"|"J01XX01"|3000|1.33|6.56|6.56|"Reserve"
"997387"|"MONOFOSCIN 2G 1 SOBRE GRANULADO SOLUCION ORAL"|"J01XX01"|3000|0.66|0|0|"Reserve"
"997403"|"MONOFOSCIN 3G 1 SOBRE GRANULADO"|"J01XX01"|3000|1|0|0|"Reserve"
"997411"|"MONOFOSCIN 3G 2 SOBRES GRANULADO"|"J01XX01"|3000|2|0|0|"Reserve"
"759654"|"FOSFOCINA IV 1G VIAL + 1 AMPOLLA DISOLVENTE SOLUCION INYECTABLE"|"J01XX01"|8000|0.12|3.12|3.12|"Reserve"
"862474"|"FOSFOMICINA LEVEL INTRAMUSCULAR 1G 1 VIAL POLVO+1 AMP DISOL SOLUC INY"|"J01XX01"|8000|0.12|2.37|2.37|"Reserve"
"862482"|"FOSFOMICINA LEVEL INTRAVENOSA 1G 1 VIAL POLVO+1 AMP DISOLV SOLUC INYEC"|"J01XX01"|8000|0.12|2.17|2.17|"Reserve"
"784264"|"AMOXICILINA UR 500MG 12 CAPSULAS"|"J01CA04"|1500|4|2.4|2.4|"Access"
"663509"|"AMOXICILINA/CLAVULANICO BEXAL 875/125MG 24 COMPRIMIDOS RECUBIERTOS EFG"|"J01CR02"|1500|14|8.16|8.16|"Access"
"775064"|"AMOXICILINA FARMYGEL 1G 12 COMPRIMIDOS EFG"|"J01CA04"|1500|8|3.08|3.08|"Access"
"828533"|"AMOXICILINA CUVE 1G 12 SOBRES POLVO SUSPENSION ORAL EFG"|"J01CA04"|1500|8|3.12|3.12|"Access"
"652376"|"AMOXICILINA ARDINE 1G 12 SOBRES POLVO SUSPENSION ORAL EFG"|"J01CA04"|1500|8|3.12|3.12|"Access"
"652318"|"AMOXICILINA ARDINE 1G 24 COMPRIMIDOS EFG"|"J01CA04"|1500|16|3.7|3.7|"Access"
"652315"|"AMOXICILINA ARDINE 500MG 12 CAPSULAS EFG"|"J01CA04"|1500|4|1.45|1.45|"Access"
"663449"|"AMOXICILINA/CLAVULANICO NORMON 875/125MG 12 COMPRIMIDOS RECUB PELI EFG"|"J01CR02"|1500|7|4.07|4.07|"Access"
"663493"|"AMOXICILINA/CLAVULANICO PENSA 500/125MG 24 COMPRIMIDOS RECUB PELIC EFG"|"J01CR02"|1500|8|4.67|4.67|"Access"
"664791"|"AMOXICILINA/CLAVULANICO AUROBINDO 875MG/125MG 12 COMPRIM REC PELIC EFG"|"J01CR02"|1500|7|4.07|4.07|"Access"
"879726"|"PIVAMPICILINA CINFA 250MG 24 CAPSULAS"|"J01CA02"|1050|5.71|3.47|3.47|"Access"
"879684"|"PIVAMPICILINA CINFA 250MG 12 CAPSULAS"|"J01CA02"|1050|2.85|2.62|2.62|"Access"
"731091"|"CLAMOXYL 100MG/ML 20ML GOTAS PEDIATRICAS SOLUCION ORAL"|"J01CA04"|1500|1.33|2.19|2.19|"Access"
"894790"|"AGERPEN 500MG 16 SOBRES MONODOSIS POLVO SUSPENSION ORAL"|"J01CA04"|1500|5.33|3.67|3.67|"Access"
"892794"|"SERFABIOTIC 125MG POLVO 12 SOBRES"|"J01CA14"|1500|1|1.36|1.36|"Access"
"817007"|"RETARPEN 300 1 INYECTABLE"|"J01CA51"|2000|0.15|1.42|1.42|"Access"
"969998"|"AMOXICILINA LLORENTE 500MG 12 CAPSULAS"|"J01CA04"|1500|4|2.4|2.4|"Access"
"705335"|"EDOXIL 500MG 12 CAPSULAS"|"J01CA04"|1500|4|2.4|2.4|"Access"
"729731"|"PENICILINA G LLORENTE 5 MILLONES 1 INYECTABLE"|"J01CE01"|3600|0.86|1.9|1.9|"Access"
"988808"|"PEKAMIN 500.000UI 1 VIAL INYECTABLE"|"J01CE01"|3600|0.08|1.47|1.47|"Access"
"658997"|"AMOXICILINA RATIOPHARM 750MG 12 COMPRIMIDOS RECUBIERTOS EFG"|"J01CA04"|1500|6|3.12|3.12|"Access"
"794420"|"ZINNAT 125MG 12 SOBRES GRANULADO SUSPENSION ORAL"|"J01DC02"|500|3|2.9|2.9|"Watch"
"663136"|"CEFTRIAXONA LDP TORLAN 250MG IV 1 VIAL POLVO+AMP DISOL SOLUC INYEC EFG"|"J01DD04"|2000|0.12|3.12|3.12|"Watch"
"651353"|"CEFTRIAXONA GENERIS 250MG IV 1 VIAL POLVO+AMP DISOLV SOLUC INYECT EFG"|"J01DD04"|2000|0.12|2.86|2.86|"Watch"
"951624"|"DURACEF 500MG 12 COMPRIMIDOS"|"J01DB05"|2000|3|8.66|8.66|"Access"
"999902"|"AMOCLAVE 100MG/12,5MG 60ML 1 FRASCO SUSPENSION ORAL PEDIATRICA"|"J01CR02"|1500|4|5.37|5.37|"Access"
"964445"|"MONOCID 500MG INTRAVENOSA 1 INYECTABLE SOLUCION"|"J01DC06"|1000|0.5|3.12|3.12|"Watch"
"860445"|"AMOXICILINA/CLAVULANICO AFSA 500/125MG 24 SOBRES POLVO SUSP ORAL EFG"|"J01CR02"|1500|8|6.79|6.79|"Access"
"678995"|"CEFONICID ALTER 500MG INTRAMUSCULAR 1 INYECTABLE SOLUCION 2ML EFG"|"J01DC06"|1000|0.5|3.12|3.12|"Watch"
"690800"|"OTREON PEDIATRICO 40MG/5ML 100ML SUSPENSION EXTEMPORANEA"|"J01DD13"|400|2|6.56|6.56|"Watch"
"650895"|"CEPIFRAN 180MG/5ML 30ML SUSPENSION ORAL"|"J01DD14"|400|2.7|11.38|11.38|"Watch"
"979989"|"KELSOPEN 125MG/31,25MG 12 SOBRES POLVO SUSPENSION ORAL"|"J01CR02"|1500|1|2.23|2.23|"Access"
"931873"|"CEFOTAXIMA DIASA 500MG IV 1 VIAL+AMP POLVO+DISOLV SOLUC INYECT EFG"|"J01DD01"|4000|0.12|3.12|3.12|"Watch"
"989657"|"BRONSEMA 250MG 24 COMPRIMIDOS"|"J01FA01"|2000|3|4.43|4.43|"Watch"
"777607"|"CEFOTAXIMA TORLAN 1G IM 1 POLVO Y DISOLVENTE SOLUCION INYECTABLE EFG"|"J01DD01"|4000|0.25|3.12|3.12|"Watch"
"911636"|"AMOXICILINA/CLAVULANICO STADA 500/125MG 12 COMPRIM RECUB EFG"|"J01CR02"|1500|4|2.5|2.5|"Access"
"835561"|"AMOXICILINA/CLAVULANICO SANDOZ 250/62,5MG 60ML SUSP ORAL EFG"|"J01CR02"|1500|2|2.5|2.5|"Access"
"656261"|"CEFUROXIMA NORMON 500MG 12 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01DC02"|500|12|11.71|11.71|"Watch"
"893339"|"CLAVUCID 100/12,5MG 20ML GOTAS PEDIATRICAS"|"J01CR02"|1500|1.33|3.12|3.12|"Access"
"652570"|"AMOXICILINA/CLAVULANICO ACOST 875/125MG 12 COMPRIMIDOS RECUB PELIC EFG"|"J01CR02"|1500|7|3.76|3.76|"Access"
"893065"|"CEFTRIAXONA LDP TORLAN 500MG IM 1 VIAL POLVO+1 AMP DISOLV INYECTAB EFG"|"J01DD04"|2000|0.25|3.65|3.65|"Watch"
"939108"|"ZOLIVAL 500MG IM 1 INYECTABLE 2ML"|"J01DB04"|3000|0.16|3.03|3.03|"Access"
"650555"|"AMOXICILINA/CLAVULANICO SANDOZ 500/125MG 12 SOBRES SUSP EFG"|"J01CR02"|1500|4|2.5|2.5|"Access"
"814806"|"CEFTRIAXONA MAYNE 1G IM 1 VIAL POLVO+AMP 10ML DISOL SOLUC INYECTAB EFG"|"J01DD04"|2000|0.5|8.68|8.68|"Watch"
"775718"|"KEFLORIDINA 125MG 24 SOBRES GRANULADO SUSPENSION ORAL"|"J01DB01"|2000|1.5|2.9|2.9|"Access"
"999718"|"AMOXICILINA/CLAVULANICO RATIOPHARM 500/125MG 12 COMP CUB EFG"|"J01CR02"|1500|4|2.5|2.5|"Access"
"999719"|"AMOXICILINA/CLAVULANICO RATIOPHARM 500/125MG 24 COMPRIM REC PELIC EFG"|"J01CR02"|1500|8|4.31|4.31|"Access"
"874081"|"AMOXICILINA/CLAVULANICO MUNDOGEN 125/31,25MG 120ML SUSPENSION ORAL EFG"|"J01CR02"|1500|2|2.89|2.89|"Access"
"904862"|"CIPROFLOXACINO GENERIX 250MG 10 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA02"|1000|2.5|7.1|7.1|"Watch"
"672063"|"SEPCEN 250MG 10 COMPRIMIDOS RECUBIERTOS"|"J01MA02"|1000|2.5|0|0|"Watch"
"691717"|"CLINWAS 150MG 24 CAPSULAS"|"J01FF01"|1200|3|4.07|4.07|"Access"
"930586"|"DALACIN FOSFATO 900MG VIAL 6ML POLVO SOLUCION INYECTABLE"|"J01FF01"|1800|0.5|3.98|3.98|"Access"
"999774"|"CIPROFLOXACINO TEVA 500MG 10 COMPRIMIDOS RECUB PELICULA EFG"|"J01MA02"|1000|5|2.22|2.22|"Watch"
"653166"|"CIPROFLOXACINO SUMOL 250MG 20 COMPRIMIDOS RECUB PELICULA EFG"|"J01MA02"|1000|5|3.7|3.7|"Watch"
"653167"|"CIPROFLOXACINO SUMOL 500MG 10 COMPRIMIDOS RECUB PELICULA EFG"|"J01MA02"|1000|5|4.61|4.61|"Watch"
"850537"|"CLARITROMICINA LAREQ 250MG 12 COMPRIMIDOS RECUBIERTOS EFG"|"J01FA09"|500|6|8.49|8.49|"Watch"
"940387"|"GENTAMEDICAL 80MG VIAL 2ML"|"J01GB03"|240|0.33|1.47|1.47|"Access"
"996389"|"SEPCEN 500MG 20 COMPRIMIDOS RECUBIERTOS"|"J01MA02"|1000|10|32.72|32.72|"Watch"
"884262"|"CIPOBACTER 750MG 10 COMPRIMIDOS"|"J01MA02"|1000|7.5|0|0|"Watch"
"726281"|"AZITROMICINA NORMON 500MG 3 COMPRIMIDOS RECUBIERT PELIC EFG"|"J01FA10"|300|5|6.37|6.37|"Watch"
"738526"|"AZUBEN 400MG 14 COMPRIMIDOS RECUBIERTOS"|"J01MA03"|800|7|31.61|31.61|"Watch"
"967950"|"ESCLEBIN 400MG 14 COMPRIMIDOS RECUBIERTOS"|"J01MA06"|800|7|4.67|4.67|"Watch"
"780304"|"NETROCIN 150MG 1 AMPOLLA 1,5ML INYECTABLE"|"J01GB07"|350|0.42|3.48|3.48|"Watch"
"786772"|"CIPROFLOXACINO ALTER 500MG 10 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA02"|1000|5|6.29|6.29|"Watch"
"761163"|"CIPROFLOXACINO PENSA 500MG 20 COMPRIMIDOS RECUB PELICULA EFG"|"J01MA02"|1000|10|3.29|3.29|"Watch"
"824623"|"AZITROMICINA NORMON 200MG/5ML 30ML 1 FRASCO SUSPENSION ORAL EFG"|"J01FA10"|300|4|6.93|6.93|"Watch"
"739805"|"CIPROFLOXACINO WINTHROP 500MG 10 COMPRIMIDOS PELICULA EFG"|"J01MA02"|1000|5|2.22|2.22|"Watch"
"804534"|"CIPROFLOXACINO MABO 750MG 10 COMPRIMIDOS RECUBIERT PELIC EFG"|"J01MA02"|1000|7.5|20.04|20.04|"Watch"
"654344"|"ESTECINA 750MG 10 COMPRIMIDOS RECUBIERTOS PELICULA"|"J01MA02"|1000|7.5|2.62|2.62|"Watch"
"740043"|"VELMONIT 250MG 10 COMPRIMIDOS"|"J01MA02"|1000|2.5|0|0|"Watch"
"773945"|"CATEX 750MG 10 COMPRIMIDOS RECUBIERTOS PELICULA"|"J01MA02"|1000|7.5|6.98|6.98|"Watch"
"656887"|"CIPROFLOXACINO TARBIS 750MG 10 COMPRIMIDOS RECUB PELICUL EFG"|"J01MA02"|1000|7.5|2.5|2.5|"Watch"
"652273"|"DACIX 250MG 20 COMPRIMIDOS EFG"|"J01MA02"|1000|5|5.18|5.18|"Watch"
"652274"|"DACIX 500MG 10 COMPRIMIDOS EFG"|"J01MA02"|1000|5|5.18|5.18|"Watch"
"782029"|"CIPROFLOXACINO ALTER 250MG 10 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA02"|1000|2.5|8.99|8.99|"Watch"
"894402"|"CLARITROMICINA APHAR 500MG 21 COMPRIMIDOS RECUBIERTOS EFG"|"J01FA09"|500|21|20.29|20.29|"Watch"
"910182"|"CLARITROMICINA RATIOPHARM 500MG 21 COMPRIMIDOS RECUBIERT EFG"|"J01FA09"|500|21|30.53|30.53|"Watch"
"654172"|"CIPROFLOXACINO TARBIS 250MG 20 COMPRIMIDOS RECUB PELICUL EFG"|"J01MA02"|1000|5|3.75|3.75|"Watch"
"655191"|"INKAMIL 250MG 6 COMPRIMIDOS RECUBIERTOS"|"J01MA02"|1000|1.5|4.95|4.95|"Watch"
"891028"|"CIPROFLOXACINO KERN 500MG 20 COMPRIMIDOS RECUB PELIC EFG"|"J01MA02"|1000|10|28.35|28.35|"Watch"
"856401"|"CIPROFLOXACINO VIR 250MG 20 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA02"|1000|5|16.89|16.89|"Watch"
"663413"|"FURANTOINA 10MG/ML 80ML 1 FRASCO SUSPENSION ORAL"|"J01XE01"|200|4|2.12|2.12|"Access"
"759647"|"FOSFOCINA IM 1G VIAL + 1 AMPOLLA DISOLV SOLUCION INYECTABLE"|"J01XX01"|8000|0.12|3.12|3.12|"Reserve"
