"codigo_nacional_farmaco_cd"|"codigo_descripcion"|"atc_farmaco_dispensado_cd"|"ddd_nomenclator_nm"|"ddd_por_envase"|"pvp_nomenclator_nm"|"precio_por_envase_nm"|"mme_total"
"662593"|"DUROGESIC MATRIX 25MCG/HORA 5 PARCHES TRANSDERMICOS 4,2MG"|"N02AB03"|1.2|7.5|14.63|14.63|900
"707218"|"BUPRENORFINA ANDROMACO 35MCG/H 10 PARCHES TRANSDERMICOS EFG"|"N02AE01"|1.2|28|43.04|43.04|1890
"707215"|"BUPRENORFINA ANDROMACO 52,5MCG/H 10 PARCHES TRANSDERMICOS EFG"|"N02AE01"|1.2|42|64.57|64.57|2835
"707214"|"BUPRENORFINA ANDROMACO 52,5MCG/H 5 PARCHES TRANSDERMICOS EFG"|"N02AE01"|1.2|21|32.28|32.28|1417.5
"707219"|"BUPRENORFINA ANDROMACO 70MCG/H 5 PARCHES TRANSDERMICOS EFG"|"N02AE01"|1.2|28|43.04|43.04|1890
"709107"|"BUPRENORFINA STADA 70MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AE01"|1.2|28|43.04|43.04|1890
"710030"|"GEXANA 35MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AE01"|1.2|14|21.53|21.53|945
"663377"|"MST CONTINUS 200MG 30 COMPRIMIDOS LIBERACION CONTROLADA"|"N02AA01"|100|60|59.12|59.12|6000
"981365"|"MST CONTINUS 30MG 60 COMPRIMIDOS LIBERACION CONTROLADA"|"N02AA01"|100|18|26.91|26.91|1800
"981373"|"MST CONTINUS 10MG 60 COMPRIMIDOS LIBERACION CONTROLADA"|"N02AA01"|100|6|10.76|10.76|600
"981399"|"MST CONTINUS 60MG 60 COMPRIMIDOS LIBERACION CONTROLADA"|"N02AA01"|100|36|49.36|49.36|3600
"981415"|"MST CONTINUS 100MG 60 COMPRIMIDOS LIBERACION CONTROLADA"|"N02AA01"|100|60|73.59|73.59|6000
"651291"|"PALLADONE CONTINUS 16MG 56 CAPSULAS LIBERACION MODIFICADA"|"N02AA03"|20|44.8|120.86|120.86|3584
"651293"|"PALLADONE CONTINUS 24MG 56 CAPSULAS LIBERACION MODIFICADA"|"N02AA03"|20|67.2|168.52|168.52|5376
"651289"|"PALLADONE CONTINUS 8MG 56 CAPSULAS LIBERACION MODIFICADA"|"N02AA03"|20|22.4|60.43|60.43|1792
"655999"|"JURNISTA 16MG 30 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AA03"|20|24|64.75|64.75|1920
"725852"|"KAPTIC 100MCG 10 COMPRIMIDOS SUBLINGUALES EFG"|"N02AB03"|0.6|1.66|30.16|30.16|130
"725854"|"KAPTIC 100MCG 30 COMPRIMIDOS SUBLINGUALES EFG"|"N02AB03"|0.6|5|90.46|90.46|390
"725855"|"KAPTIC 200MCG 10 COMPRIMIDOS SUBLINGUALES EFG"|"N02AB03"|0.6|3.33|48.03|48.03|260
"725856"|"KAPTIC 200MCG 30 COMPRIMIDOS SUBLINGUALES EFG"|"N02AB03"|0.6|10|143.76|143.76|780
"725857"|"KAPTIC 300MCG 10 COMPRIMIDOS SUBLINGUALES EFG"|"N02AB03"|0.6|5|18.55|18.55|390
"725858"|"KAPTIC 300MCG 30 COMPRIMIDOS SUBLINGUALES EFG"|"N02AB03"|0.6|15|55.64|55.64|1170
"725859"|"KAPTIC 400MCG 10 COMPRIMIDOS SUBLINGUALES EFG"|"N02AB03"|0.6|6.66|24.73|24.73|520
"725862"|"KAPTIC 600MCG 30 COMPRIMIDOS SUBLINGUALES EFG"|"N02AB03"|0.6|30|111.27|111.27|2340
"725863"|"KAPTIC 800MCG 30 COMPRIMIDOS SUBLINGUALES EFG"|"N02AB03"|0.6|40|146.59|146.59|3120
"679736"|"DOLOXITAL 12MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|3.6|7.02|7.02|432
"652114"|"FENTANILO MATRIX SANDOZ 25MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|7.5|14.63|14.63|900
"652116"|"FENTANILO MATRIX SANDOZ 50MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|15|29.25|29.25|1800
"676140"|"DURFENTA 100MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|30|58.51|58.51|3600
"688411"|"DURFENTA 12MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|3.6|7.02|7.02|432
"676124"|"DURFENTA 25MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|7.5|14.63|14.63|900
"676135"|"DURFENTA 75MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|22.5|43.88|43.88|2700
"662278"|"ABSTRAL 100MCG 10 COMPRIMIDOS SUBLINGUALES"|"N02AB03"|0.6|1.66|30.16|30.16|130
"662279"|"ABSTRAL 100MCG 30 COMPRIMIDOS SUBLINGUALES"|"N02AB03"|0.6|5|90.46|90.46|390
"662280"|"ABSTRAL 200MCG 10 COMPRIMIDOS SUBLINGUALES"|"N02AB03"|0.6|3.33|48.03|48.03|260
"662281"|"ABSTRAL 200MCG 30 COMPRIMIDOS SUBLINGUALES"|"N02AB03"|0.6|10|143.76|143.76|780
"662282"|"ABSTRAL 300MCG 10 COMPRIMIDOS SUBLINGUALES"|"N02AB03"|0.6|5|18.55|18.55|390
"662283"|"ABSTRAL 300MCG 30 COMPRIMIDOS SUBLINGUALES"|"N02AB03"|0.6|15|55.64|55.64|1170
"662284"|"ABSTRAL 400MCG 10 COMPRIMIDOS SUBLINGUALES"|"N02AB03"|0.6|6.66|24.73|24.73|520
"662285"|"ABSTRAL 400MCG 30 COMPRIMIDOS SUBLINGUALES"|"N02AB03"|0.6|20|74.18|74.18|1560
"662286"|"ABSTRAL 600MCG 30 COMPRIMIDOS SUBLINGUALES"|"N02AB03"|0.6|30|111.27|111.27|2340
"662289"|"ABSTRAL 800MCG 30 COMPRIMIDOS SUBLINGUALES"|"N02AB03"|0.6|40|146.59|146.59|3120
"670381"|"FENTANILO MATRIX STADA 100MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|30|58.51|58.51|3600
"710033"|"GEXANA 52,5MCG/HORA 10 PARCHES TRANSDERMICOS EFG"|"N02AE01"|1.2|42|64.57|64.57|2835
"710032"|"GEXANA 52,5MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AE01"|1.2|21|32.28|32.28|1417.5
"710035"|"GEXANA 70MCG/HORA 10 PARCHES TRANSDERMICOS EFG"|"N02AE01"|1.2|56|86.08|86.08|3780
"710034"|"GEXANA 70MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AE01"|1.2|28|43.04|43.04|1890
"709852"|"BUPRENORFINA RATIOPHARM 35MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AE01"|1.2|14|21.53|21.53|945
"709853"|"BUPRENORFINA RATIOPHARM 52,5MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AE01"|1.2|21|32.28|32.28|1417.5
"709854"|"BUPRENORFINA RATIOPHARM 70MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AE01"|1.2|28|43.04|43.04|1890
"662922"|"FELIBEN 35MCG/HORA 10 PARCHES TRANSDERMICOS"|"N02AE01"|1.2|21|32.28|32.28|1890
"662937"|"FELIBEN 52,5MCG/HORA 10 PARCHES TRANSDERMICOS"|"N02AE01"|1.2|31.5|48.42|48.42|2835
"662950"|"FELIBEN 70MCG/HORA 10 PARCHES TRANSDERMICOS"|"N02AE01"|1.2|42|64.57|64.57|3780
"891218"|"TRANSTEC 35MCG/H 10 PARCHES TRANSDERMICOS"|"N02AE01"|1.2|28|43.04|43.04|1890
"710031"|"GEXANA 35MCG/HORA 10 PARCHES TRANSDERMICOS EFG"|"N02AE01"|1.2|28|43.04|43.04|1890
"709012"|"BUPRENORFINA STADA 35MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AE01"|1.2|14|21.53|21.53|945
"891390"|"TRANSTEC 52,5MCG/H 10 PARCHES TRANSDERMICOS"|"N02AE01"|1.2|42|64.57|64.57|2835
"656000"|"JURNISTA 32MG 30 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AA03"|20|48|129.49|129.49|3840
"706313"|"EDUNIX 8MG 30 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AA03"|20|12|40.48|40.48|960
"660754"|"JURNISTA 4MG 30 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AA03"|20|6|16.19|16.19|480
"706280"|"EDUNIX 16MG 30 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AA03"|20|24|77.71|77.71|1920
"706292"|"EDUNIX 32MG 30 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AA03"|20|48|151.32|151.32|3840
"652511"|"OXYCONTIN 80MG 28 COMPRIMIDOS LIBERACION MODIFICADA"|"N02AA05"|75|29.86|60.69|60.69|3360
"650823"|"OXYNORM CONCENTRADO 10MG/ML 30ML SOLUCION ORAL"|"N02AA05"|75|4|8.13|8.13|450
"696140"|"TAIOMA 20MG 28 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AA05"|75|7.46|15.17|15.17|840
"696141"|"TAIOMA 40MG 28 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AA05"|75|14.93|30.35|30.35|1680
"696137"|"TAIOMA 5MG 28 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AA05"|75|1.86|3.79|3.79|210
"696142"|"TAIOMA 80MG 28 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AA05"|75|29.86|60.69|60.69|3360
"667918"|"OXICODONA SANDOZ 10MG 28 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AA05"|75|3.73|7.59|7.59|420
"667934"|"OXICODONA SANDOZ 20MG 28 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AA05"|75|7.46|15.17|15.17|840
"695367"|"OXICODONA SANDOZ 40MG 28 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AA05"|75|14.93|30.35|30.35|1680
"679740"|"DOLOXITAL 25MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|7.5|14.63|14.63|900
"679747"|"DOLOXITAL 50MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|15|29.25|29.25|1800
"679750"|"DOLOXITAL 75MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|22.5|43.88|43.88|2700
"728452"|"FENTICERTA 100MCG 10 COMPRIMIDOS SUBLINGUALES EFG"|"N02AB03"|0.6|1.66|30.16|30.16|130
"725991"|"FENTICERTA 100MCG 30 COMPRIMIDOS SUBLINGUALES EFG"|"N02AB03"|0.6|5|90.46|90.46|390
"725992"|"FENTICERTA 200MCG 30 COMPRIMIDOS SUBLINGUALES EFG"|"N02AB03"|0.6|10|143.76|143.76|780
"725993"|"FENTICERTA 300MCG 30 COMPRIMIDOS SUBLINGUALES EFG"|"N02AB03"|0.6|15|55.64|55.64|1170
"725995"|"FENTICERTA 400MCG 30 COMPRIMIDOS SUBLINGUALES EFG"|"N02AB03"|0.6|20|74.18|74.18|1560
"725996"|"FENTICERTA 600MCG 30 COMPRIMIDOS SUBLINGUALES EFG"|"N02AB03"|0.6|30|111.27|111.27|2340
"725997"|"FENTICERTA 800MCG 30 COMPRIMIDOS SUBLINGUALES EFG"|"N02AB03"|0.6|40|146.59|146.59|3120
"670352"|"FENTANILO MATRIX STADA 25MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|7.5|14.63|14.63|900
"945444"|"ACTIQ 200MCG 30 COMPRIMIDOS PARA CHUPAR CON APLICADOR BUCAL INTEGRADO"|"N02AB03"|0.6|10|79.38|79.38|780
"914432"|"ACTIQ 400MCG 30 COMPRIMIDOS PARA CHUPAR CON APLICADOR BUCAL INTEGRADO"|"N02AB03"|0.6|20|153.51|153.51|1560
"935429"|"ACTIQ 600MCG 30 COMPRIMIDOS PARA CHUPAR CON APLICADOR BUCAL INTEGRADO"|"N02AB03"|0.6|30|206.41|206.41|3240
"663353"|"FENTANILO MATRIX SANDOZ 12MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|3.6|7.02|7.02|432
"663267"|"FENTANILO MATRIX RATIOPHARM 12MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|3.6|7.02|7.02|432
"664017"|"FENTANILO AUROVITAS SPAIN 100MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|30|58.51|58.51|3600
"664014"|"FENTANILO AUROVITAS SPAIN 25MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|7.5|14.63|14.63|900
"664015"|"FENTANILO AUROVITAS SPAIN 50MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|15|29.25|29.25|1800
"664016"|"FENTANILO AUROVITAS SPAIN 75MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|22.5|43.88|43.88|2700
"664616"|"FENTANILO MATRIX CINFA 25MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|7.5|14.63|14.63|900
"893271"|"TRANSTEC 70MCG/H 10 PARCHES TRANSDERMICOS"|"N02AE01"|1.2|56|86.08|86.08|3780
"679588"|"BUPREX 0,3MG 5 AMPOLLAS SOLUCION INYECTABLE"|"N02AE01"|1.2|1.25|3.84|3.84|45
"662920"|"FELIBEN 35MCG/HORA 5 PARCHES TRANSDERMICOS"|"N02AE01"|1.2|10.5|16.14|16.14|945
"662935"|"FELIBEN 52,5MCG/HORA 5 PARCHES TRANSDERMICOS"|"N02AE01"|1.2|15.75|24.21|24.21|1417.5
"662948"|"FELIBEN 70MCG/HORA 5 PARCHES TRANSDERMICOS"|"N02AE01"|1.2|21|32.28|32.28|1890
"891168"|"TRANSTEC 35MCG/H 5 PARCHES TRANSDERMICOS"|"N02AE01"|1.2|14|21.53|21.53|945
"891291"|"TRANSTEC 52,5MCG/H 5 PARCHES TRANSDERMICOS"|"N02AE01"|1.2|21|32.28|32.28|1417.5
"892901"|"TRANSTEC 70MCG/H 5 PARCHES TRANSDERMICOS"|"N02AE01"|1.2|28|43.04|43.04|1890
"967224"|"BUPREX 0,2MG 20 COMPRIMIDOS SUBLINGUALES"|"N02AE01"|1.2|3.33|8.68|8.68|120
"707217"|"BUPRENORFINA ANDROMACO 35MCG/H 5 PARCHES TRANSDERMICOS EFG"|"N02AE01"|1.2|14|21.53|21.53|945
"658743"|"OXYCONTIN 5MG 28 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AA05"|75|1.86|3.79|3.79|210
"663684"|"OXYNORM 10MG/ML 5 AMPOLLAS 1ML SOLUCION INYECTABLE/PERFUSION"|"N02AA05"|30|1.66|7.68|7.68|75
"650687"|"OXYNORM 10MG 28 CAPSULAS"|"N02AA05"|75|3.73|7.59|7.59|420
"650685"|"OXYNORM 5MG 28 CAPSULAS"|"N02AA05"|75|1.86|3.79|3.79|210
"651505"|"OXYCONTIN 10MG 28 COMPRIMIDOS LIBERACION MODIFICADA"|"N02AA05"|75|3.73|7.59|7.59|420
"651679"|"OXYCONTIN 20MG 28 COMPRIMIDOS LIBERACION MODIFICADA"|"N02AA05"|75|7.46|15.17|15.17|840
"652099"|"OXYCONTIN 40MG 28 COMPRIMIDOS LIBERACION MODIFICADA"|"N02AA05"|75|14.93|30.35|30.35|1680
"716951"|"TAIOMA PLUS 20MG/10MG 56 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AA55"|75|14.93|50.77|50.77|1680
"714794"|"OXICODONA/NALOXONA TEVA 5MG/2,5MG 56 COMPRIMIDOS LIBERAC PROLONGAD EFG"|"N02AA55"|75|3.73|12.69|12.69|420
"654783"|"TARGIN 20MG/10MG 56 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AA55"|75|14.93|50.77|50.77|1680
"667951"|"TARGIN 10MG/5MG 56 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AA55"|75|7.46|25.38|25.38|840
"695953"|"AVARIC 133MCG 30 COMPRIMIDOS SUBLINGUALES (POLIAMIDA/AI/PVC/AI-PET)"|"N02AB03"|0.6|6.65|95.83|95.83|518.7
"695951"|"AVARIC 133MCG 4 COMPRIMIDOS SUBLINGUALES (POLIAMIDA/AI/PVC/AI-PET)"|"N02AB03"|0.6|0.88|12.79|12.79|69.16
"695962"|"AVARIC 267MCG 30 COMPRIMIDOS SUBLINGUALES (POLIAMIDA/AI/PVC/AI-PET)"|"N02AB03"|0.6|13.35|49.52|49.52|1041.3
"680908"|"BREAKYL 1200MCG 28 PELICULAS BUCALES"|"N02AB03"|0.6|56|201.43|201.43|4368
"689404"|"BREAKYL 200MCG 28 PELICULAS BUCALES"|"N02AB03"|0.6|9.33|74.09|74.09|1008
"680895"|"BREAKYL 400MCG 28 PELICULAS BUCALES"|"N02AB03"|0.6|18.66|146.46|146.46|2016
"680899"|"BREAKYL 600MCG 28 PELICULAS BUCALES"|"N02AB03"|0.6|28|195.83|195.83|3024
"712754"|"ABFENTIQ 1200MCG 3 COMPRIMIDOS PARA CHUPAR EFG"|"N02AB03"|0.6|6|34.84|34.84|468
"712758"|"ABFENTIQ 1600MCG 15 COMPRIMIDOS PARA CHUPAR EFG"|"N02AB03"|0.6|40|140.84|140.84|3120
"712757"|"ABFENTIQ 1600MCG 3 COMPRIMIDOS PARA CHUPAR EFG"|"N02AB03"|0.6|8|34.84|34.84|624
"712741"|"ABFENTIQ 200MCG 15 COMPRIMIDOS PARA CHUPAR EFG"|"N02AB03"|0.6|5|39.7|39.7|390
"712740"|"ABFENTIQ 200MCG 3 COMPRIMIDOS PARA CHUPAR EFG"|"N02AB03"|0.6|1|7.95|7.95|78
"712742"|"ABFENTIQ 200MCG 30 COMPRIMIDOS PARA CHUPAR EFG"|"N02AB03"|0.6|10|79.38|79.38|780
"712744"|"ABFENTIQ 400MCG 15 COMPRIMIDOS PARA CHUPAR EFG"|"N02AB03"|0.6|10|79.38|79.38|780
"712743"|"ABFENTIQ 400MCG 3 COMPRIMIDOS PARA CHUPAR EFG"|"N02AB03"|0.6|2|15.88|15.88|156
"712746"|"ABFENTIQ 400MCG 30 COMPRIMIDOS PARA CHUPAR EFG"|"N02AB03"|0.6|20|153.51|153.51|1560
"664617"|"FENTANILO MATRIX CINFA 50MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|15|29.25|29.25|1800
"664618"|"FENTANILO MATRIX CINFA 75MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|22.5|43.88|43.88|2700
"662852"|"EFFENTORA 100MCG 4 COMPRIMIDOS BUCALES"|"N02AB03"|0.6|0.66|5.29|5.29|52
"662853"|"EFFENTORA 200MCG 4 COMPRIMIDOS BUCALES"|"N02AB03"|0.6|1.33|10.58|10.58|104
"652097"|"DUROGESIC MATRIX 12MCG/HORA 5 PARCHES TRANSDERMICOS 2,1MG"|"N02AB03"|1.2|3.6|7.02|7.02|432
"658521"|"FENDIVIA 25MCG/HORA 5 PARCHES TRANSDERMICOS"|"N02AB03"|1.2|7.5|14.63|14.63|900
"658522"|"FENDIVIA 50MCG/HORA 5 PARCHES TRANSDERMICOS"|"N02AB03"|1.2|15|29.25|29.25|1800
"658524"|"FENDIVIA 100MCG/HORA 5 PARCHES TRANSDERMICOS"|"N02AB03"|1.2|30|58.51|58.51|3600
"658583"|"FENDIVIA 12MCG/HORA 5 PARCHES TRANSDERMICOS"|"N02AB03"|1.2|3.6|7.02|7.02|432
"667969"|"TARGIN 40MG/20MG 56 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AA55"|75|29.86|101.53|101.53|3360
"667988"|"TARGIN 5MG/2,5MG 56 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AA55"|75|3.73|12.69|12.69|420
"716937"|"TAIOMA PLUS 30MG/15MG 56 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AA55"|75|22.4|76.15|76.15|2520
"708717"|"OXICODONA/NALOXONA STADA 5MG/2,5MG 56 COMPRIMIDOS LIBERAC PROLONG EFG"|"N02AA55"|75|3.73|12.69|12.69|420
"714811"|"OXICODONA/NALOXONA TEVA 30MG/15MG 56 COMPRIMIDOS LIBERAC PROLONGAD EFG"|"N02AA55"|75|22.4|76.15|76.15|2520
"720721"|"OXICODONA/NALOXONA VIATRIS 10MG/5MG 56 COMPRIMIDOS LIBERAC PROLONG EFG"|"N02AA55"|75|7.46|25.38|25.38|840
"720690"|"OXICODONA/NALOXONA VIATRIS 20MG/10MG 56 COMPRIMIDOS LIBERAC PROLON EFG"|"N02AA55"|75|14.93|50.77|50.77|1680
"720676"|"OXICODONA/NALOXONA VIATRIS 40MG/20MG 56 COMPRIMIDOS LIBERAC PROLON EFG"|"N02AA55"|75|29.86|101.53|101.53|3360
"720736"|"OXICODONA/NALOXONA VIATRIS 5MG/2,5MG 56 COMPRIMIDOS LIBERAC PROLON EFG"|"N02AA55"|75|3.73|12.69|12.69|420
"708686"|"OXICODONA/NALOXONA STADA 30MG/15MG 56 COMPRIMIDOS LIBERAC PROLONG EFG"|"N02AA55"|75|22.4|76.15|76.15|2520
"716965"|"TAIOMA PLUS 10MG/5MG 56 COMPRIMDOS LIBERACION PROLONGADA EFG"|"N02AA55"|75|7.46|25.38|25.38|840
"708654"|"OXICODONA/NALOXONA STADA 10MG/5MG 56 COMPRIMIDOS LIBERAC PROLONGAD EFG"|"N02AA55"|75|7.46|25.38|25.38|840
"712748"|"ABFENTIQ 600MCG 15 COMPRIMIDOS PARA CHUPAR EFG"|"N02AB03"|0.6|15|119.08|119.08|1170
"712747"|"ABFENTIQ 600MCG 3 COMPRIMIDOS PARA CHUPAR EFG"|"N02AB03"|0.6|3|23.82|23.82|324
"712749"|"ABFENTIQ 600MCG 30 COMPRIMIDOS PARA CHUPAR EFG"|"N02AB03"|0.6|30|206.41|206.41|2340
"712750"|"ABFENTIQ 800MCG 3 COMPRIMIDOS PARA CHUPAR EFG"|"N02AB03"|0.6|4|31.75|31.75|312
"690258"|"FENTANILO MATRIX VIATRIS 100MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|30|58.51|58.51|3600
"690238"|"FENTANILO MATRIX VIATRIS 25MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|7.5|14.63|14.63|900
"690244"|"FENTANILO MATRIX VIATRIS 50MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|15|29.25|29.25|1800
"690251"|"FENTANILO MATRIX VIATRIS 75MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|22.5|43.88|43.88|2700
"695960"|"AVARIC 267MCG 4 COMPRIMIDOS SUBLINGUALES (POLIAMIDA/AI/PVC/AI-PET)"|"N02AB03"|0.6|1.78|6.6|6.6|138.84
"695970"|"AVARIC 400MCG 30 COMPRIMIDOS SUBLINGUALES (POLIAMIDA/AI/PVC/AI-PET)"|"N02AB03"|0.6|20|74.18|74.18|1560
"716533"|"OXICODONA/NALOXONA KRKA 40MG/20MG 56 COMPRIM LIB PROL (PVC/PVDC-PET/AL"|"N02AA55"|75|29.86|101.53|101.53|3360
"716529"|"OXICODONA/NALOXONA KRKA 10MG/5MG 56 COMPRIM LIB PROL (PVC/PVDC-PET/AL)"|"N02AA55"|75|7.46|25.38|25.38|840
"716531"|"OXICODONA/NALOXONA KRKA 20MG/10MG 56 COMPRIM LIB PROL (PVC/PVDC-PET/AL"|"N02AA55"|75|14.93|50.77|50.77|1680
"679743"|"DOLOXITAL 100MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|30|58.51|58.51|3600
"662799"|"TRAMADOL RETARD GRUNENTHAL 150MG 20 COMPRIMIDOS LIBERAC PROLONGADA EFG"|"N02AX02"|300|10|6.23|6.23|300
"909523"|"TRALGIOL 50MG 60 CAPSULAS"|"N02AX02"|300|10|8.9|8.9|300
"879627"|"ZYTRAM 150MG 7 COMPRIMIDOS LIBERACION CONTROLADA"|"N02AX02"|300|3.5|0|0|105
"716852"|"TRAMADOL KERN PHARMA 50MG 20 CAPSULAS EFG"|"N02AX02"|300|3.33|2.5|2.5|100
"623777"|"TRAMADOL ARISTO 150MG 500 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|250|124.44|124.44|7500
"600270"|"ADOLONTA RETARD 150MG 500 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX02"|300|250|327.17|327.17|0
"605253"|"MORFINA LANNACHER 30MG 100 COMPRIMIDOS RECUBIERTOS"|"N02AA01"|100|30|32.67|32.67|3000
"605287"|"MORFINA LANNACHER 60MG 100 COMPRIMIDOS RECUBIERTOS"|"N02AA01"|100|60|58.74|58.74|6000
"601856"|"SKENAN 200MG 100 CAPSULAS RETARD"|"N02AA01"|100|200|132.46|132.46|20000
"695941"|"AVARIC 67MCG 30 COMPRIMIDOS SUBLINGUALES (POLIAMIDA/ALU/PVC/ALU)"|"N02AB03"|0.6|3.35|48.28|48.28|261.3
"661868"|"SKENAN 200MG 30 CAPSULAS LIBERACION GRADUAL"|"N02AA01"|100|60|56.76|56.76|6000
"696054"|"SKENAN 100MG 30 CAPSULAS LIBERACION GRADUAL"|"N02AA01"|100|30|35.75|35.75|3000
"738815"|"OGLOS 10MG/ML 1ML 10 AMPOLLAS SOLUCION INYECTABLE"|"N02AA01"|30|3.33|2.72|2.72|100
"981381"|"MST 60 CONTINUS 60MG 30 COMPRIMIDOS LIBERACION CONTROLADA"|"N02AA01"|100|18|24.98|24.98|1800
"957100"|"VERSTADOL 2MG 4 VIALES INYECTABLES"|"N02AF01"|12|0.66|2.89|2.89|56
"652693"|"DOLANTINA 50MG/ML 2ML 10 AMPOLLAS SOLUCION INYECTABLE"|"N02AB02"|400|2.5|7.48|7.48|0
"680907"|"BREAKYL 1200MCG 10 PELICULAS BUCALES"|"N02AB03"|0.6|20|82.39|82.39|2160
"693230"|"OXICODONA TECNIGEN 20MG 28 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AA05"|75|7.46|15.22|15.22|840
"661181"|"MST UNICONTINUS 120MG 30 CAPSULAS LIBERACION CONTROLADA"|"N02AA01"|100|36|45.94|45.94|3600
"658541"|"CAPTOR SIMPLEX 200MG 20 CAPSULAS DURAS LIBERACION PROLONGADA"|"N02AX02"|300|13.33|8.27|8.27|400
"658530"|"CAPTOR SIMPLEX 50MG 20 CAPSULAS DURAS LIBERACION PROLONGADA"|"N02AX02"|300|3.33|2.5|2.5|100
"658531"|"CAPTOR SIMPLEX 50MG 60 CAPSULAS DURAS LIBERACION PROLONGADA"|"N02AX02"|300|10|6.21|6.21|300
"782672"|"TRAMADOL TARBIS 100MG 20 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|6.66|4.14|4.14|200
"783282"|"TRAMADOL TARBIS 100MG 60 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|20|12.41|12.41|600
"783365"|"TRAMADOL TARBIS 150MG 20 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|10|6.21|6.21|300
"783639"|"TRAMADOL TARBIS 150MG 60 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|30|18.62|18.62|900
"724650"|"TRAMADOL KRKA 150MG 60 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|30|18.62|18.62|900
